Référence;Nom produit;Marque;Fournisseur;Catégorie;Catégorie par défaut;URL Photos;Prix d'achat;Description HTML;Quantité;TVA;P transport;Prix public;Prix original;Longueur;Profondeur;Hauteur
DD6009-2;Table inox professionnelle - inox - L. 900 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dd6009_2.pdf;359.04;<h2>Table inox avec dosseret et tablette inférieure - série 600 - long. 900 mm</h2> <p>Solide et facile d'entretien, cette table AFI COLLIN-LUCY s'intègre parfaitement dans toute cuisine professionnelle grâce à sa construction en inox AISI 304.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 900 x 600 x 970 mm</li> </ul>;1;20;80;561.0;561.0;900;600;970
DD6010-2;Table inox professionnelle - inox - L. 1000 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dd6010_2.pdf;387.84;<h2>Table inox avec dosseret et tablette inférieure - série 600 - long. 1000 mm</h2> <p>Solide et facile d'entretien, cette table AFI COLLIN-LUCY s'intègre parfaitement dans toute cuisine professionnelle grâce à sa construction en inox AISI 304.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1000 x 600 x 970 mm</li> </ul>;1;20;80;606.0;606.0;1000;600;970
DD6011-2;Table de préparation inox - inox - L. 1100 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dd6011_2.pdf;387.84;<h2>Table inox avec dosseret et tablette inférieure - série 600 - long. 1100 mm</h2> <p>Incontournable en cuisine professionnelle, cette table inox AFI COLLIN-LUCY garantit une surface de travail hygiénique et résistante aux conditions les plus intensives.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1100 x 600 x 970 mm</li> </ul>;1;20;80;606.0;606.0;1100;600;970
DD6012-2;Table de préparation inox - inox - L. 1200 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dd6012_2.pdf;387.84;<h2>Table inox avec dosseret et tablette inférieure - série 600 - long. 1200 mm</h2> <p>Fabriquée en acier inoxydable de haute qualité, cette table AFI COLLIN-LUCY offre robustesse, hygiène et praticité pour tous vos travaux de préparation.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1200 x 600 x 970 mm</li> </ul>;1;20;80;606.0;606.0;1200;600;970
DD6013-2;Plan de travail inox - inox - L. 1300 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dd6013_2.pdf;430.72;<h2>Table inox avec dosseret et tablette inférieure - série 600 - long. 1300 mm</h2> <p>Incontournable en cuisine professionnelle, cette table inox AFI COLLIN-LUCY garantit une surface de travail hygiénique et résistante aux conditions les plus intensives.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1300 x 600 x 970 mm</li> </ul>;1;20;80;673.0;673.0;1300;600;970
DD6014-2;Table de préparation inox - inox - L. 1400 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dd6014_2.pdf;430.72;<h2>Table inox avec dosseret et tablette inférieure - série 600 - long. 1400 mm</h2> <p>Incontournable en cuisine professionnelle, cette table inox AFI COLLIN-LUCY garantit une surface de travail hygiénique et résistante aux conditions les plus intensives.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1400 x 600 x 970 mm</li> </ul>;1;20;80;673.0;673.0;1400;600;970
DD6015-2;Plan de travail inox - inox - L. 1500 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dd6015_2.pdf;461.44;<h2>Table inox avec dosseret et tablette inférieure - série 600 - long. 1500 mm</h2> <p>Incontournable en cuisine professionnelle, cette table inox AFI COLLIN-LUCY garantit une surface de travail hygiénique et résistante aux conditions les plus intensives.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1500 x 600 x 970 mm</li> </ul>;1;20;80;721.0;721.0;1500;600;970
DD6016-2;Table de préparation inox - inox - L. 1600 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dd6016_2.pdf;461.44;<h2>Table inox avec dosseret et tablette inférieure - série 600 - long. 1600 mm</h2> <p>Incontournable en cuisine professionnelle, cette table inox AFI COLLIN-LUCY garantit une surface de travail hygiénique et résistante aux conditions les plus intensives.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1600 x 600 x 970 mm</li> </ul>;1;20;80;721.0;721.0;1600;600;970
DD6017-2;Table de préparation inox - inox - L. 1700 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dd6017_2.pdf;513.92;<h2>Table inox avec dosseret et tablette inférieure - série 600 - long. 1700 mm</h2> <p>Incontournable en cuisine professionnelle, cette table inox AFI COLLIN-LUCY garantit une surface de travail hygiénique et résistante aux conditions les plus intensives.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1700 x 600 x 970 mm</li> </ul>;1;20;80;803.0;803.0;1700;600;970
DD6018-2;Table de préparation inox - inox - L. 1800 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dd6018_2.pdf;513.92;<h2>Table inox avec dosseret et tablette inférieure - série 600 - long. 1800 mm</h2> <p>Incontournable en cuisine professionnelle, cette table inox AFI COLLIN-LUCY garantit une surface de travail hygiénique et résistante aux conditions les plus intensives.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1800 x 600 x 970 mm</li> </ul>;1;20;80;803.0;803.0;1800;600;970
DD6019-2;Table inox professionnelle - inox - L. 1900 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dd6019_2.pdf;513.92;<h2>Table inox avec dosseret et tablette inférieure - série 600 - long. 1900 mm</h2> <p>Incontournable en cuisine professionnelle, cette table inox AFI COLLIN-LUCY garantit une surface de travail hygiénique et résistante aux conditions les plus intensives.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1900 x 600 x 970 mm</li> </ul>;1;20;80;803.0;803.0;1900;600;970
DD6020-2;Plan de travail inox - inox - L. 2000 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dd6020_2.pdf;571.52;<h2>Table inox avec dosseret et tablette inférieure - série 600 - long. 2000 mm</h2> <p>Fabriquée en acier inoxydable de haute qualité, cette table AFI COLLIN-LUCY offre robustesse, hygiène et praticité pour tous vos travaux de préparation.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 2000 x 600 x 970 mm</li> </ul>;1;20;80;893.0;893.0;2000;600;970
DC7008-2;Table de préparation inox - inox - L. 800 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dc7008_2.pdf;264.96;<h2>Table inox avec tablette inférieure - série 700 - long. 800 mm</h2> <p>Fabriquée en acier inoxydable de haute qualité, cette table AFI COLLIN-LUCY offre robustesse, hygiène et praticité pour tous vos travaux de préparation.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 800 x 700 x 870 mm</li> </ul>;1;20;80;414.0;414.0;800;700;870
DC7009-2;Plan de travail inox - inox - L. 900 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dc7009_2.pdf;264.96;<h2>Table inox avec tablette inférieure - série 700 - long. 900 mm</h2> <p>Fabriquée en acier inoxydable de haute qualité, cette table AFI COLLIN-LUCY offre robustesse, hygiène et praticité pour tous vos travaux de préparation.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 900 x 700 x 870 mm</li> </ul>;1;20;80;414.0;414.0;900;700;870
DC7010-2;Table de préparation inox - inox - L. 1000 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dc7010_2.pdf;293.12;<h2>Table inox avec tablette inférieure - série 700 - long. 1000 mm</h2> <p>Incontournable en cuisine professionnelle, cette table inox AFI COLLIN-LUCY garantit une surface de travail hygiénique et résistante aux conditions les plus intensives.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1000 x 700 x 870 mm</li> </ul>;1;20;80;458.0;458.0;1000;700;870
DC7011-2;Plan de travail inox - inox - L. 1100 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dc7011_2.pdf;293.12;<h2>Table inox avec tablette inférieure - série 700 - long. 1100 mm</h2> <p>Fabriquée en acier inoxydable de haute qualité, cette table AFI COLLIN-LUCY offre robustesse, hygiène et praticité pour tous vos travaux de préparation.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1100 x 700 x 870 mm</li> </ul>;1;20;80;458.0;458.0;1100;700;870
DC7012-2;Plan de travail inox - inox - L. 1200 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dc7012_2.pdf;293.12;<h2>Table inox avec tablette inférieure - série 700 - long. 1200 mm</h2> <p>Fabriquée en acier inoxydable de haute qualité, cette table AFI COLLIN-LUCY offre robustesse, hygiène et praticité pour tous vos travaux de préparation.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1200 x 700 x 870 mm</li> </ul>;1;20;80;458.0;458.0;1200;700;870
DC7013-2;Table de préparation inox - inox - L. 1300 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dc7013_2.pdf;335.36;<h2>Table inox avec tablette inférieure - série 700 - long. 1300 mm</h2> <p>Solide et facile d'entretien, cette table AFI COLLIN-LUCY s'intègre parfaitement dans toute cuisine professionnelle grâce à sa construction en inox AISI 304.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1300 x 700 x 870 mm</li> </ul>;1;20;80;524.0;524.0;1300;700;870
DC7014-2;Table de préparation inox - inox - L. 1400 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dc7014_2.pdf;335.36;<h2>Table inox avec tablette inférieure - série 700 - long. 1400 mm</h2> <p>Solide et facile d'entretien, cette table AFI COLLIN-LUCY s'intègre parfaitement dans toute cuisine professionnelle grâce à sa construction en inox AISI 304.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1400 x 700 x 870 mm</li> </ul>;1;20;80;524.0;524.0;1400;700;870
DC7015-2;Table de préparation inox - inox - L. 1500 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dc7015_2.pdf;367.36;<h2>Table inox avec tablette inférieure - série 700 - long. 1500 mm</h2> <p>Incontournable en cuisine professionnelle, cette table inox AFI COLLIN-LUCY garantit une surface de travail hygiénique et résistante aux conditions les plus intensives.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1500 x 700 x 870 mm</li> </ul>;1;20;80;574.0;574.0;1500;700;870
DC7016-2;Plan de travail inox - inox - L. 1600 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dc7016_2.pdf;367.36;<h2>Table inox avec tablette inférieure - série 700 - long. 1600 mm</h2> <p>Fabriquée en acier inoxydable de haute qualité, cette table AFI COLLIN-LUCY offre robustesse, hygiène et praticité pour tous vos travaux de préparation.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1600 x 700 x 870 mm</li> </ul>;1;20;80;574.0;574.0;1600;700;870
DC7017-2;Table inox professionnelle - inox - L. 1700 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dc7017_2.pdf;419.84;<h2>Table inox avec tablette inférieure - série 700 - long. 1700 mm</h2> <p>Solide et facile d'entretien, cette table AFI COLLIN-LUCY s'intègre parfaitement dans toute cuisine professionnelle grâce à sa construction en inox AISI 304.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1700 x 700 x 870 mm</li> </ul>;1;20;80;656.0;656.0;1700;700;870
DC7018-2;Table inox professionnelle - inox - L. 1800 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dc7018_2.pdf;419.84;<h2>Table inox avec tablette inférieure - série 700 - long. 1800 mm</h2> <p>Solide et facile d'entretien, cette table AFI COLLIN-LUCY s'intègre parfaitement dans toute cuisine professionnelle grâce à sa construction en inox AISI 304.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1800 x 700 x 870 mm</li> </ul>;1;20;80;656.0;656.0;1800;700;870
DC7019-2;Table de préparation inox - inox - L. 1900 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dc7019_2.pdf;419.84;<h2>Table inox avec tablette inférieure - série 700 - long. 1900 mm</h2> <p>Solide et facile d'entretien, cette table AFI COLLIN-LUCY s'intègre parfaitement dans toute cuisine professionnelle grâce à sa construction en inox AISI 304.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1900 x 700 x 870 mm</li> </ul>;1;20;80;656.0;656.0;1900;700;870
DC7020-2;Plan de travail inox - inox - L. 2000 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dc7020_2.pdf;483.2;<h2>Table inox avec tablette inférieure - série 700 - long. 2000 mm</h2> <p>Fabriquée en acier inoxydable de haute qualité, cette table AFI COLLIN-LUCY offre robustesse, hygiène et praticité pour tous vos travaux de préparation.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 2000 x 700 x 870 mm</li> </ul>;1;20;80;755.0;755.0;2000;700;870
DD7008-2;Plan de travail inox - inox - L. 800 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dd7008_2.pdf;375.04;<h2>Table inox avec dosseret et tablette inférieure - série 700 - long. 800 mm</h2> <p>Incontournable en cuisine professionnelle, cette table inox AFI COLLIN-LUCY garantit une surface de travail hygiénique et résistante aux conditions les plus intensives.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 800 x 700 x 970 mm</li> </ul>;1;20;80;586.0;586.0;800;700;970
DD7009-2;Table inox professionnelle - inox - L. 900 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dd7009_2.pdf;375.04;<h2>Table inox avec dosseret et tablette inférieure - série 700 - long. 900 mm</h2> <p>Incontournable en cuisine professionnelle, cette table inox AFI COLLIN-LUCY garantit une surface de travail hygiénique et résistante aux conditions les plus intensives.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 900 x 700 x 970 mm</li> </ul>;1;20;80;586.0;586.0;900;700;970
DD7010-2;Plan de travail inox - inox - L. 1000 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dd7010_2.pdf;403.2;<h2>Table inox avec dosseret et tablette inférieure - série 700 - long. 1000 mm</h2> <p>Fabriquée en acier inoxydable de haute qualité, cette table AFI COLLIN-LUCY offre robustesse, hygiène et praticité pour tous vos travaux de préparation.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1000 x 700 x 970 mm</li> </ul>;1;20;80;630.0;630.0;1000;700;970
DD7011-2;Table inox professionnelle - inox - L. 1100 mm - AFI COLLIN-LUCY;AFI COLLIN-LUCY;AFI COLLIN-LUCY;;;https://cdnapi.interactiv-database.fr/api/public/29b14095-9e48-4f9f-91d6-24835de9a720/file/display/ft_dd7011_2.pdf;403.2;<h2>Table inox avec dosseret et tablette inférieure - série 700 - long. 1100 mm</h2> <p>Solide et facile d'entretien, cette table AFI COLLIN-LUCY s'intègre parfaitement dans toute cuisine professionnelle grâce à sa construction en inox AISI 304.</p> <h3>Équipements et finitions</h3><ul> <li>Assemblage très facile en quelques minutes piétement en tubes carrés avec vérins (avec tablette inférieure)</li> <li>Construction inox</li> <li>Tubes carrés 40 x 40 mm</li> <li>Plan supérieur de 1,20 mm renforcé par plaque mélaminée</li> <li>Tablette inférieure renforcée par profil omega</li> <li>À MONTER</li> <li>Dimensions (L x P x H) : 1100 x 700 x 970 mm</li> </ul>;1;20;80;630.0;630.0;1100;700;970
